RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger-V-351;;
Number;7184200193;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2551;;
Temperature Maximum;24,5°C;;
Temperature Minimum;14,5°C;;
Temperature Average;18°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;62,1%RH;;
Humidity Minimum;38,5%RH;;
Humidity Average;53,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:30:06;;
End Time;2022-05-04 12:00:06;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1725;2022-05-01 15:10:06;20,7;46,2
1726;2022-05-01 15:15:06;20,8;46,2
1727;2022-05-01 15:20:06;20,8;46,2
1728;2022-05-01 15:25:06;20,8;46,2
1729;2022-05-01 15:30:06;20,8;46,2
1730;2022-05-01 15:35:06;20,8;46,7
1731;2022-05-01 15:40:06;20,8;46,7
1732;2022-05-01 15:45:06;20,8;46,2
1733;2022-05-01 15:50:06;20,8;46,2
1734;2022-05-01 15:55:06;20,8;46,2
1735;2022-05-01 16:00:06;20,8;46,2
1736;2022-05-01 16:05:06;20,8;46,2
1737;2022-05-01 16:10:06;20,7;46,2
1738;2022-05-01 16:15:06;20,7;46,2
1739;2022-05-01 16:20:06;20,6;46,7
1740;2022-05-01 16:25:06;20,6;46,7
1741;2022-05-01 16:30:06;20,6;46,7
1742;2022-05-01 16:35:06;20,5;46,7
1743;2022-05-01 16:40:06;20,5;46,7
1744;2022-05-01 16:45:06;20,4;46,7
1745;2022-05-01 16:50:06;20,4;46,7
1746;2022-05-01 16:55:06;20,3;46,7
1747;2022-05-01 17:00:06;20,3;46,7
1748;2022-05-01 17:05:06;20,3;46,7
1749;2022-05-01 17:10:06;20,2;46,7
1750;2022-05-01 17:15:06;20,2;47,2
1751;2022-05-01 17:20:06;20,1;47,2
1752;2022-05-01 17:25:06;20;47,7
1753;2022-05-01 17:30:06;19,9;47,7
1754;2022-05-01 17:35:06;19,8;47,7
1755;2022-05-01 17:40:06;19,7;47,7
1756;2022-05-01 17:45:06;19,6;48,2
1757;2022-05-01 17:50:06;19,5;48,1
1758;2022-05-01 17:55:06;19,4;48,6
1759;2022-05-01 18:00:06;19,3;48,6
1760;2022-05-01 18:05:06;19,2;48,6
1761;2022-05-01 18:10:06;19,2;48,6
1762;2022-05-01 18:15:06;19,1;48,6
1763;2022-05-01 18:20:06;19;49,1
1764;2022-05-01 18:25:06;18,9;49,1
1765;2022-05-01 18:30:06;18,8;49,1
1766;2022-05-01 18:35:06;18,8;49,6
1767;2022-05-01 18:40:06;18,7;49,6
1768;2022-05-01 18:45:06;18,6;49,6
1769;2022-05-01 18:50:06;18,6;49,5
1770;2022-05-01 18:55:06;18,5;50
1771;2022-05-01 19:00:06;18,5;50
1772;2022-05-01 19:05:06;18,4;50
1773;2022-05-01 19:10:06;18,3;50,5
1774;2022-05-01 19:15:06;18,3;50,5
1775;2022-05-01 19:20:06;18,2;50,5
1776;2022-05-01 19:25:06;18,2;50,5
1777;2022-05-01 19:30:06;18,1;50,5
1778;2022-05-01 19:35:06;18,1;50,5
1779;2022-05-01 19:40:06;18;50,5
1780;2022-05-01 19:45:06;18;50,5
1781;2022-05-01 19:50:06;18;51
1782;2022-05-01 19:55:06;17,9;51
1783;2022-05-01 20:00:06;17,9;51
1784;2022-05-01 20:05:06;17,8;51
1785;2022-05-01 20:10:06;17,8;51,5
1786;2022-05-01 20:15:06;17,8;51,5
1787;2022-05-01 20:20:06;17,7;51,4
1788;2022-05-01 20:25:06;17,7;51,4
1789;2022-05-01 20:30:06;17,6;51,4
1790;2022-05-01 20:35:06;17,6;51,4
1791;2022-05-01 20:40:06;17,6;51,4
1792;2022-05-01 20:45:06;17,5;51,4
1793;2022-05-01 20:50:06;17,5;51,9
1794;2022-05-01 20:55:06;17,5;51,9
1795;2022-05-01 21:00:06;17,5;51,9
1796;2022-05-01 21:05:06;17,4;51,9
1797;2022-05-01 21:10:06;17,4;51,9
1798;2022-05-01 21:15:06;17,4;51,9
1799;2022-05-01 21:20:06;17,4;51,9
1800;2022-05-01 21:25:06;17,3;52,4
1801;2022-05-01 21:30:06;17,3;52,4
1802;2022-05-01 21:35:06;17,3;52,4
1803;2022-05-01 21:40:06;17,3;52,4
1804;2022-05-01 21:45:06;17,2;52,4
1805;2022-05-01 21:50:06;17,2;52,4
1806;2022-05-01 21:55:06;17,2;52,4
1807;2022-05-01 22:00:06;17,2;52,4
1808;2022-05-01 22:05:06;17,2;52,4
1809;2022-05-01 22:10:06;17,2;52,4
1810;2022-05-01 22:15:06;17,1;52,4
1811;2022-05-01 22:20:06;17,1;52,4
1812;2022-05-01 22:25:06;17,1;52,9
1813;2022-05-01 22:30:06;17,1;52,8
1814;2022-05-01 22:35:06;17;52,8
1815;2022-05-01 22:40:06;17;52,8
1816;2022-05-01 22:45:06;17;52,8
1817;2022-05-01 22:50:06;17;52,8
1818;2022-05-01 22:55:06;16,9;52,8
1819;2022-05-01 23:00:06;16,9;52,8
1820;2022-05-01 23:05:06;16,9;53,3
1821;2022-05-01 23:10:06;16,9;53,3
1822;2022-05-01 23:15:06;16,8;53,3
1823;2022-05-01 23:20:06;16,8;53,3
1824;2022-05-01 23:25:06;16,8;53,3
1825;2022-05-01 23:30:06;16,8;53,3
1826;2022-05-01 23:35:06;16,8;53,3
1827;2022-05-01 23:40:06;16,7;53,3
1828;2022-05-01 23:45:06;16,7;53,3
1829;2022-05-01 23:50:06;16,7;53,3
1830;2022-05-01 23:55:06;16,7;53,3
1831;2022-05-02 00:00:06;16,7;53,3
1832;2022-05-02 00:05:06;16,7;53,3
1833;2022-05-02 00:10:06;16,7;53,3
1834;2022-05-02 00:15:06;16,7;53,3
1835;2022-05-02 00:20:06;16,6;53,3
1836;2022-05-02 00:25:06;16,6;53,8
1837;2022-05-02 00:30:06;16,6;53,8
1838;2022-05-02 00:35:06;16,6;53,8
1839;2022-05-02 00:40:06;16,6;53,8
1840;2022-05-02 00:45:06;16,6;53,8
1841;2022-05-02 00:50:06;16,5;53,8
1842;2022-05-02 00:55:06;16,5;53,8
1843;2022-05-02 01:00:06;16,5;53,8
1844;2022-05-02 01:05:06;16,5;53,8
1845;2022-05-02 01:10:06;16,5;53,8
1846;2022-05-02 01:15:06;16,4;53,7
1847;2022-05-02 01:20:06;16,4;53,7
1848;2022-05-02 01:25:06;16,4;53,7
1849;2022-05-02 01:30:06;16,4;54,2
1850;2022-05-02 01:35:06;16,3;54,2
1851;2022-05-02 01:40:06;16,3;54,2
1852;2022-05-02 01:45:06;16,3;54,2
1853;2022-05-02 01:50:06;16,3;54,2
1854;2022-05-02 01:55:06;16,2;54,2
1855;2022-05-02 02:00:06;16,2;54,2
1856;2022-05-02 02:05:06;16,2;54,2
1857;2022-05-02 02:10:06;16,2;54,2
1858;2022-05-02 02:15:06;16,1;54,2
1859;2022-05-02 02:20:06;16,1;54,2
1860;2022-05-02 02:25:06;16,1;54,2
1861;2022-05-02 02:30:06;16,1;54,2
1862;2022-05-02 02:35:06;16;54,2
1863;2022-05-02 02:40:06;16;54,2
1864;2022-05-02 02:45:06;16;54,2
1865;2022-05-02 02:50:06;16;54,2
1866;2022-05-02 02:55:06;15,9;54,2
1867;2022-05-02 03:00:06;15,9;54,2
1868;2022-05-02 03:05:06;15,9;54,2
1869;2022-05-02 03:10:06;15,8;54,1
1870;2022-05-02 03:15:06;15,8;54,1
1871;2022-05-02 03:20:06;15,7;54,1
1872;2022-05-02 03:25:06;15,7;54,1
1873;2022-05-02 03:30:06;15,7;54,6
1874;2022-05-02 03:35:06;15,6;54,1
1875;2022-05-02 03:40:06;15,6;54,1
1876;2022-05-02 03:45:06;15,6;54,1
1877;2022-05-02 03:50:06;15,5;54,6
1878;2022-05-02 03:55:06;15,5;54,6
1879;2022-05-02 04:00:06;15,5;54,1
1880;2022-05-02 04:05:06;15,5;54,6
1881;2022-05-02 04:10:06;15,5;54,6
1882;2022-05-02 04:15:06;15,5;54,6
1883;2022-05-02 04:20:06;15,4;54,6
1884;2022-05-02 04:25:06;15,4;54,6
1885;2022-05-02 04:30:06;15,4;54,6
1886;2022-05-02 04:35:06;15,4;54,6
1887;2022-05-02 04:40:06;15,4;54,6
1888;2022-05-02 04:45:06;15,4;54,6
1889;2022-05-02 04:50:06;15,3;54,6
1890;2022-05-02 04:55:06;15,3;54,6
1891;2022-05-02 05:00:06;15,3;54,6
1892;2022-05-02 05:05:06;15,3;54,6
1893;2022-05-02 05:10:06;15,2;54,6
1894;2022-05-02 05:15:06;15,2;55
1895;2022-05-02 05:20:06;15,2;55
1896;2022-05-02 05:25:06;15,2;55
1897;2022-05-02 05:30:06;15,2;54,5
1898;2022-05-02 05:35:06;15,1;55
1899;2022-05-02 05:40:06;15,1;55
1900;2022-05-02 05:45:06;15,1;55
1901;2022-05-02 05:50:06;15,1;55
1902;2022-05-02 05:55:06;15;55
1903;2022-05-02 06:00:06;15;55
1904;2022-05-02 06:05:06;15;55
1905;2022-05-02 06:10:06;15;55
1906;2022-05-02 06:15:06;15;55
1907;2022-05-02 06:20:06;15;55
1908;2022-05-02 06:25:06;14,9;55
1909;2022-05-02 06:30:06;14,9;55
1910;2022-05-02 06:35:06;14,9;55
1911;2022-05-02 06:40:06;14,9;55
1912;2022-05-02 06:45:06;14,9;55
1913;2022-05-02 06:50:06;14,8;55
1914;2022-05-02 06:55:06;14,8;55
1915;2022-05-02 07:00:06;14,8;55
1916;2022-05-02 07:05:06;14,7;55
1917;2022-05-02 07:10:06;14,7;55
1918;2022-05-02 07:15:06;14,7;55
1919;2022-05-02 07:20:06;14,7;55
1920;2022-05-02 07:25:06;14,7;55
1921;2022-05-02 07:30:06;14,7;55
1922;2022-05-02 07:35:06;14,7;55
1923;2022-05-02 07:40:06;14,7;55
1924;2022-05-02 07:45:06;14,7;55
1925;2022-05-02 07:50:06;14,7;55
1926;2022-05-02 07:55:06;14,7;55
1927;2022-05-02 08:00:06;14,7;55
1928;2022-05-02 08:05:06;14,7;55
1929;2022-05-02 08:10:06;14,7;55
1930;2022-05-02 08:15:06;14,8;55
1931;2022-05-02 08:20:06;14,9;55
1932;2022-05-02 08:25:06;15;55
1933;2022-05-02 08:30:06;15,1;55
1934;2022-05-02 08:35:06;15,2;54,5
1935;2022-05-02 08:40:06;15,3;54,6
1936;2022-05-02 08:45:06;15,4;54,6
1937;2022-05-02 08:50:06;15,4;54,1
1938;2022-05-02 08:55:06;15,5;54,1
1939;2022-05-02 09:00:06;15,6;54,1
1940;2022-05-02 09:05:06;15,7;54,1
1941;2022-05-02 09:10:06;15,8;54,1
1942;2022-05-02 09:15:06;15,9;54,1
1943;2022-05-02 09:20:06;15,9;54,2
1944;2022-05-02 09:25:06;16;53,7
1945;2022-05-02 09:30:06;16,1;53,7
1946;2022-05-02 09:35:06;16,2;53,7
1947;2022-05-02 09:40:06;16,3;53,7
1948;2022-05-02 09:45:06;16,4;53,2
1949;2022-05-02 09:50:06;16,5;53,2
1950;2022-05-02 09:55:06;16,5;53,3
1951;2022-05-02 10:00:06;16,6;53,3
1952;2022-05-02 10:05:06;16,7;53,3
1953;2022-05-02 10:10:06;16,8;52,8
1954;2022-05-02 10:15:06;16,9;52,8
1955;2022-05-02 10:20:06;17;52,3
1956;2022-05-02 10:25:06;17,1;52,4
1957;2022-05-02 10:30:06;17,2;52,4
1958;2022-05-02 10:35:06;17,3;52,4
1959;2022-05-02 10:40:06;17,4;52,4
1960;2022-05-02 10:45:06;17,4;51,9
1961;2022-05-02 10:50:06;17,5;51,9
1962;2022-05-02 10:55:06;17,5;51,4
1963;2022-05-02 11:00:06;17,6;51,4
1964;2022-05-02 11:05:06;17,7;51,4
1965;2022-05-02 11:10:06;17,8;51,5
1966;2022-05-02 11:15:06;17,9;51,5
1967;2022-05-02 11:20:06;18;51,5
1968;2022-05-02 11:25:06;18;51
1969;2022-05-02 11:30:06;18,1;51
1970;2022-05-02 11:35:06;18,2;50,5
1971;2022-05-02 11:40:06;18,3;50,5
1972;2022-05-02 11:45:06;18,4;50,5
1973;2022-05-02 11:50:06;18,5;50,5
1974;2022-05-02 11:55:06;18,6;50,6
1975;2022-05-02 12:00:06;18,6;50,1
1976;2022-05-02 12:05:06;18,8;50,1
1977;2022-05-02 12:10:06;18,8;50,1
1978;2022-05-02 12:15:06;18,9;49,6
1979;2022-05-02 12:20:06;19;49,6
1980;2022-05-02 12:25:06;19,1;49,6
1981;2022-05-02 12:30:06;19,2;49,6
1982;2022-05-02 12:35:06;19,2;49,6
1983;2022-05-02 12:40:06;19,3;49,6
1984;2022-05-02 12:45:06;19,3;49,1
1985;2022-05-02 12:50:06;19,4;49,1
1986;2022-05-02 12:55:06;19,5;49,2
1987;2022-05-02 13:00:06;19,6;48,7
1988;2022-05-02 13:05:06;19,7;48,7
1989;2022-05-02 13:10:06;19,8;48,7
1990;2022-05-02 13:15:06;19,8;48,7
1991;2022-05-02 13:20:06;19,9;48,2
1992;2022-05-02 13:25:06;20;48,2
1993;2022-05-02 13:30:06;20,1;47,7
1994;2022-05-02 13:35:06;20,2;47,7
1995;2022-05-02 13:40:06;20,2;47,7
1996;2022-05-02 13:45:06;20,3;47,7
1997;2022-05-02 13:50:06;20,3;47,2
1998;2022-05-02 13:55:06;20,4;47,2
1999;2022-05-02 14:00:06;20,4;47,2
2000;2022-05-02 14:05:06;20,5;47,2
2001;2022-05-02 14:10:06;20,5;46,7
2002;2022-05-02 14:15:06;20,6;46,7
2003;2022-05-02 14:20:06;20,6;46,7
2004;2022-05-02 14:25:06;20,7;46,7
2005;2022-05-02 14:30:06;20,8;46,7
2006;2022-05-02 14:35:06;20,8;46,7
2007;2022-05-02 14:40:06;20,9;46,8
2008;2022-05-02 14:45:06;20,9;46,2
2009;2022-05-02 14:50:06;20,9;46,2
2010;2022-05-02 14:55:06;21;46,3
2011;2022-05-02 15:00:06;21;46,3
2012;2022-05-02 15:05:06;21;45,7
2013;2022-05-02 15:10:06;21;46,3
2014;2022-05-02 15:15:06;21,1;45,7
2015;2022-05-02 15:20:06;21,1;45,8
2016;2022-05-02 15:25:06;21,2;45,8
2017;2022-05-02 15:30:06;21,2;45,8
2018;2022-05-02 15:35:06;21,2;45,8
2019;2022-05-02 15:40:06;21,2;45,8
2020;2022-05-02 15:45:06;21,2;45,8
2021;2022-05-02 15:50:06;21,2;45,8
2022;2022-05-02 15:55:06;21,2;45,8
2023;2022-05-02 16:00:06;21,2;45,8
2024;2022-05-02 16:05:06;21,2;45,8
2025;2022-05-02 16:10:06;21,2;45,8
2026;2022-05-02 16:15:06;21,2;45,8
2027;2022-05-02 16:20:06;21,2;45,8
2028;2022-05-02 16:25:06;21,2;45,8
2029;2022-05-02 16:30:06;21,2;45,8
2030;2022-05-02 16:35:06;21,2;45,8
2031;2022-05-02 16:40:06;21,2;45,8
2032;2022-05-02 16:45:06;21,2;45,8
2033;2022-05-02 16:50:06;21,1;45,8
2034;2022-05-02 16:55:06;21,1;45,8
2035;2022-05-02 17:00:06;21,1;45,8
2036;2022-05-02 17:05:06;21;45,7
2037;2022-05-02 17:10:06;21;45,7
2038;2022-05-02 17:15:06;20,9;45,7
2039;2022-05-02 17:20:06;20,9;45,7
2040;2022-05-02 17:25:06;20,8;45,7
2041;2022-05-02 17:30:06;20,8;45,7
2042;2022-05-02 17:35:06;20,7;46,2
2043;2022-05-02 17:40:06;20,6;46,2
2044;2022-05-02 17:45:06;20,5;46,2
2045;2022-05-02 17:50:06;20,4;46,7
2046;2022-05-02 17:55:06;20,3;46,7
2047;2022-05-02 18:00:06;20,2;46,7
2048;2022-05-02 18:05:06;20,1;46,7
2049;2022-05-02 18:10:06;20;47,2
2050;2022-05-02 18:15:06;19,9;47,7
2051;2022-05-02 18:20:06;19,8;47,7
2052;2022-05-02 18:25:06;19,8;47,7
2053;2022-05-02 18:30:06;19,6;47,6
2054;2022-05-02 18:35:06;19,5;47,6
2055;2022-05-02 18:40:06;19,4;48,1
2056;2022-05-02 18:45:06;19,3;48,1
2057;2022-05-02 18:50:06;19,3;48,1
2058;2022-05-02 18:55:06;19,2;48,6
2059;2022-05-02 19:00:06;19,1;48,6
2060;2022-05-02 19:05:06;19,1;48,6
2061;2022-05-02 19:10:06;19;49,1
2062;2022-05-02 19:15:06;18,9;49,1
2063;2022-05-02 19:20:06;18,9;49,1
2064;2022-05-02 19:25:06;18,8;49,6
2065;2022-05-02 19:30:06;18,7;49,6
2066;2022-05-02 19:35:06;18,7;49,6
2067;2022-05-02 19:40:06;18,6;49,6
2068;2022-05-02 19:45:06;18,6;49,6
2069;2022-05-02 19:50:06;18,6;50,1
2070;2022-05-02 19:55:06;18,5;50
2071;2022-05-02 20:00:06;18,5;50
2072;2022-05-02 20:05:06;18,4;50,5
2073;2022-05-02 20:10:06;18,4;50,5
2074;2022-05-02 20:15:06;18,3;50,5
2075;2022-05-02 20:20:06;18,3;50,5
2076;2022-05-02 20:25:06;18,2;50,5
2077;2022-05-02 20:30:06;18,2;50,5
2078;2022-05-02 20:35:06;18,1;50,5
2079;2022-05-02 20:40:06;18,1;51
2080;2022-05-02 20:45:06;18,1;51
2081;2022-05-02 20:50:06;18;51
2082;2022-05-02 20:55:06;18;51
2083;2022-05-02 21:00:06;18;51,5
2084;2022-05-02 21:05:06;17,9;51,5
2085;2022-05-02 21:10:06;17,9;51,5
2086;2022-05-02 21:15:06;17,9;51,5
2087;2022-05-02 21:20:06;17,8;51,5
2088;2022-05-02 21:25:06;17,8;51,5
2089;2022-05-02 21:30:06;17,8;51,5
2090;2022-05-02 21:35:06;17,7;51,9
2091;2022-05-02 21:40:06;17,7;51,9
2092;2022-05-02 21:45:06;17,6;51,9
2093;2022-05-02 21:50:06;17,6;51,9
2094;2022-05-02 21:55:06;17,6;51,9
2095;2022-05-02 22:00:06;17,5;51,9
2096;2022-05-02 22:05:06;17,5;51,9
2097;2022-05-02 22:10:06;17,5;51,9
2098;2022-05-02 22:15:06;17,4;51,9
2099;2022-05-02 22:20:06;17,4;51,9
2100;2022-05-02 22:25:06;17,4;51,9
2101;2022-05-02 22:30:06;17,3;51,9
2102;2022-05-02 22:35:06;17,3;52,4
2103;2022-05-02 22:40:06;17,2;52,4
2104;2022-05-02 22:45:06;17,2;52,4
2105;2022-05-02 22:50:06;17,1;52,4
2106;2022-05-02 22:55:06;17,1;52,4
2107;2022-05-02 23:00:06;17;52,4
2108;2022-05-02 23:05:06;17;52,4
2109;2022-05-02 23:10:06;17;52,3
2110;2022-05-02 23:15:06;16,9;52,3
2111;2022-05-02 23:20:06;16,9;52,3
2112;2022-05-02 23:25:06;16,9;52,3
2113;2022-05-02 23:30:06;16,9;52,3
2114;2022-05-02 23:35:06;16,8;52,3
2115;2022-05-02 23:40:06;16,8;52,3
2116;2022-05-02 23:45:06;16,8;52,3
2117;2022-05-02 23:50:06;16,7;52,3
2118;2022-05-02 23:55:06;16,7;52,3
2119;2022-05-03 00:00:06;16,7;52,3
2120;2022-05-03 00:05:06;16,7;52,3
2121;2022-05-03 00:10:06;16,6;52,3
2122;2022-05-03 00:15:06;16,6;52,3
2123;2022-05-03 00:20:06;16,6;52,3
2124;2022-05-03 00:25:06;16,5;52,3
2125;2022-05-03 00:30:06;16,5;52,3
2126;2022-05-03 00:35:06;16,4;52,3
2127;2022-05-03 00:40:06;16,4;52,3
2128;2022-05-03 00:45:06;16,4;52,3
2129;2022-05-03 00:50:06;16,4;52,3
2130;2022-05-03 00:55:06;16,3;52,3
2131;2022-05-03 01:00:06;16,3;52,7
2132;2022-05-03 01:05:06;16,3;52,3
2133;2022-05-03 01:10:06;16,3;52,3
2134;2022-05-03 01:15:06;16,3;52,3
2135;2022-05-03 01:20:06;16,3;52,3
2136;2022-05-03 01:25:06;16,3;52,3
2137;2022-05-03 01:30:06;16,3;52,7
2138;2022-05-03 01:35:06;16,2;52,2
2139;2022-05-03 01:40:06;16,2;52,7
2140;2022-05-03 01:45:06;16,2;52,7
2141;2022-05-03 01:50:06;16,2;52,7
2142;2022-05-03 01:55:06;16,2;52,7
2143;2022-05-03 02:00:06;16,1;52,7
2144;2022-05-03 02:05:06;16,1;52,7
2145;2022-05-03 02:10:06;16,1;52,7
2146;2022-05-03 02:15:06;16,1;52,7
2147;2022-05-03 02:20:06;16;52,7
2148;2022-05-03 02:25:06;16;52,7
2149;2022-05-03 02:30:06;16;52,7
2150;2022-05-03 02:35:06;16;52,7
2151;2022-05-03 02:40:06;16;52,7
2152;2022-05-03 02:45:06;16;52,7
2153;2022-05-03 02:50:06;16;52,7
2154;2022-05-03 02:55:06;16;52,7
2155;2022-05-03 03:00:06;16;52,7
2156;2022-05-03 03:05:06;16;52,7
2157;2022-05-03 03:10:06;16;52,7
2158;2022-05-03 03:15:06;15,9;53,2
2159;2022-05-03 03:20:06;15,9;52,7
2160;2022-05-03 03:25:06;15,9;53,2
2161;2022-05-03 03:30:06;15,9;53,2
2162;2022-05-03 03:35:06;15,8;53,2
2163;2022-05-03 03:40:06;15,8;53,2
2164;2022-05-03 03:45:06;15,8;53,2
2165;2022-05-03 03:50:06;15,7;53,2
2166;2022-05-03 03:55:06;15,7;53,2
2167;2022-05-03 04:00:06;15,7;53,2
2168;2022-05-03 04:05:06;15,6;53,1
2169;2022-05-03 04:10:06;15,6;53,1
2170;2022-05-03 04:15:06;15,6;53,1
2171;2022-05-03 04:20:06;15,5;53,1
2172;2022-05-03 04:25:06;15,5;53,1
2173;2022-05-03 04:30:06;15,5;53,1
2174;2022-05-03 04:35:06;15,4;53,6
2175;2022-05-03 04:40:06;15,4;53,6
2176;2022-05-03 04:45:06;15,4;53,6
2177;2022-05-03 04:50:06;15,4;53,6
2178;2022-05-03 04:55:06;15,4;53,6
2179;2022-05-03 05:00:06;15,4;53,6
2180;2022-05-03 05:05:06;15,3;53,6
2181;2022-05-03 05:10:06;15,3;53,6
2182;2022-05-03 05:15:06;15,3;53,6
2183;2022-05-03 05:20:06;15,3;53,6
2184;2022-05-03 05:25:06;15,2;53,6
2185;2022-05-03 05:30:06;15,2;53,6
2186;2022-05-03 05:35:06;15,2;53,6
2187;2022-05-03 05:40:06;15,2;53,6
2188;2022-05-03 05:45:06;15,2;53,6
2189;2022-05-03 05:50:06;15,2;53,6
2190;2022-05-03 05:55:06;15,1;53,6
2191;2022-05-03 06:00:06;15,1;53,6
2192;2022-05-03 06:05:06;15,1;54,1
2193;2022-05-03 06:10:06;15,1;53,6
2194;2022-05-03 06:15:06;15,1;54,1
2195;2022-05-03 06:20:06;15,1;54,1
2196;2022-05-03 06:25:06;15,1;54,1
2197;2022-05-03 06:30:06;15,1;53,6
2198;2022-05-03 06:35:06;15,1;54,1
2199;2022-05-03 06:40:06;15,1;54,1
2200;2022-05-03 06:45:06;15,1;54,1
2201;2022-05-03 06:50:06;15,1;54,1
2202;2022-05-03 06:55:06;15,1;54,1
2203;2022-05-03 07:00:06;15;54
2204;2022-05-03 07:05:06;15;54
2205;2022-05-03 07:10:06;15;54
2206;2022-05-03 07:15:06;15;54
2207;2022-05-03 07:20:06;15;54
2208;2022-05-03 07:25:06;14,9;54
2209;2022-05-03 07:30:06;14,9;54
2210;2022-05-03 07:35:06;14,9;54
2211;2022-05-03 07:40:06;14,9;54
2212;2022-05-03 07:45:06;14,8;54
2213;2022-05-03 07:50:06;14,8;54
2214;2022-05-03 07:55:06;14,8;54
2215;2022-05-03 08:00:06;14,8;54
2216;2022-05-03 08:05:06;14,9;54
2217;2022-05-03 08:10:06;14,9;54
2218;2022-05-03 08:15:06;15;54
2219;2022-05-03 08:20:06;15,1;54,1
2220;2022-05-03 08:25:06;15,2;53,6
2221;2022-05-03 08:30:06;15,4;53,6
2222;2022-05-03 08:35:06;15,4;53,6
2223;2022-05-03 08:40:06;15,5;53,1
2224;2022-05-03 08:45:06;15,6;53,1
2225;2022-05-03 08:50:06;15,7;53,2
2226;2022-05-03 08:55:06;15,9;53,2
2227;2022-05-03 09:00:06;15,9;52,7
2228;2022-05-03 09:05:06;16;52,7
2229;2022-05-03 09:10:06;16,1;52,2
2230;2022-05-03 09:15:06;16,2;52,2
2231;2022-05-03 09:20:06;16,3;52,2
2232;2022-05-03 09:25:06;16,4;51,8
2233;2022-05-03 09:30:06;16,5;51,8
2234;2022-05-03 09:35:06;16,6;51,8
2235;2022-05-03 09:40:06;16,7;51,3
2236;2022-05-03 09:45:06;16,8;51,3
2237;2022-05-03 09:50:06;17;51,3
2238;2022-05-03 09:55:06;17,1;51,4
2239;2022-05-03 10:00:06;17,2;50,9
2240;2022-05-03 10:05:06;17,3;50,9
2241;2022-05-03 10:10:06;17,4;50,4
2242;2022-05-03 10:15:06;17,5;50,4
2243;2022-05-03 10:20:06;17,6;50,4
2244;2022-05-03 10:25:06;17,7;49,9
2245;2022-05-03 10:30:06;17,8;49,9
2246;2022-05-03 10:35:06;17,9;49,5
2247;2022-05-03 10:40:06;18;49,5
2248;2022-05-03 10:45:06;18;49,5
2249;2022-05-03 10:50:06;18,1;49,5
2250;2022-05-03 10:55:06;18,2;49,5
2251;2022-05-03 11:00:06;18,3;49
2252;2022-05-03 11:05:06;18,4;49
2253;2022-05-03 11:10:06;18,5;49
2254;2022-05-03 11:15:06;18,6;48,5
2255;2022-05-03 11:20:06;18,6;48,5
2256;2022-05-03 11:25:06;18,7;48,5
2257;2022-05-03 11:30:06;18,8;48,6
2258;2022-05-03 11:35:06;18,9;48,6
2259;2022-05-03 11:40:06;19;48,6
2260;2022-05-03 11:45:06;19,1;48,1
2261;2022-05-03 11:50:06;19,2;48,1
2262;2022-05-03 11:55:06;19,3;47,6
2263;2022-05-03 12:00:06;19,4;47,6
2264;2022-05-03 12:05:06;19,5;47,6
2265;2022-05-03 12:10:06;19,6;47,6
2266;2022-05-03 12:15:06;19,8;47,1
2267;2022-05-03 12:20:06;19,8;46,6
2268;2022-05-03 12:25:06;19,9;46,6
2269;2022-05-03 12:30:06;20;46,7
2270;2022-05-03 12:35:06;20,2;46,7
2271;2022-05-03 12:40:06;20,3;46,2
2272;2022-05-03 12:45:06;20,3;45,7
2273;2022-05-03 12:50:06;20,5;45,7
2274;2022-05-03 12:55:06;20,6;45,7
2275;2022-05-03 13:00:06;20,7;45,2
2276;2022-05-03 13:05:06;20,8;45,2
2277;2022-05-03 13:10:06;20,9;44,7
2278;2022-05-03 13:15:06;21;44,7
2279;2022-05-03 13:20:06;21,1;44,7
2280;2022-05-03 13:25:06;21,2;44,7
2281;2022-05-03 13:30:06;21,3;44,7
2282;2022-05-03 13:35:06;21,4;44,2
2283;2022-05-03 13:40:06;21,4;43,7
2284;2022-05-03 13:45:06;21,5;43,7
2285;2022-05-03 13:50:06;21,6;43,7
2286;2022-05-03 13:55:06;21,7;42,7
2287;2022-05-03 14:00:06;21,8;42,7
2288;2022-05-03 14:05:06;21,9;42,7
2289;2022-05-03 14:10:06;21,9;42,7
2290;2022-05-03 14:15:06;22;42,7
2291;2022-05-03 14:20:06;22,1;42,7
2292;2022-05-03 14:25:06;22,2;42,2
2293;2022-05-03 14:30:06;22,2;42,2
2294;2022-05-03 14:35:06;22,3;41,7
2295;2022-05-03 14:40:06;22,4;41,1
2296;2022-05-03 14:45:06;22,5;40,6
2297;2022-05-03 14:50:06;22,6;40,6
2298;2022-05-03 14:55:06;22,7;40,6
2299;2022-05-03 15:00:06;22,8;40,6
2300;2022-05-03 15:05:06;22,9;40,6
2301;2022-05-03 15:10:06;22,9;40,7
2302;2022-05-03 15:15:06;22,9;40,7
