Informe de datos;;;;;
Archivo creado el:2022-05-28 17:50:51;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;21-05-2022 11:16
589;2022-05-23 12:16;19,8;66,2;;
590;2022-05-23 12:21;19,8;66,2;;
591;2022-05-23 12:26;19,8;66,2;;
592;2022-05-23 12:31;19,8;65,7;;
593;2022-05-23 12:36;19,8;65,7;;
594;2022-05-23 12:41;19,9;65,7;;
595;2022-05-23 12:46;19,9;65,7;;
596;2022-05-23 12:51;19,9;65,7;;
597;2022-05-23 12:56;20;65,7;;
598;2022-05-23 13:01;20;65,7;;
599;2022-05-23 13:06;20;65,7;;
600;2022-05-23 13:11;20,1;65,7;;
601;2022-05-23 13:16;20,1;65,8;;
602;2022-05-23 13:21;20,1;65,8;;
603;2022-05-23 13:26;20,1;65,3;;
604;2022-05-23 13:31;20,1;65,3;;
605;2022-05-23 13:36;20,1;65,3;;
606;2022-05-23 13:41;20,1;65,3;;
607;2022-05-23 13:46;20,2;64,8;;
608;2022-05-23 13:51;20,2;64,9;;
609;2022-05-23 13:56;20,2;64,9;;
610;2022-05-23 14:01;20,2;64,9;;
611;2022-05-23 14:06;20,2;64,4;;
612;2022-05-23 14:11;20,2;63,9;;
613;2022-05-23 14:16;20,2;63,9;;
614;2022-05-23 14:21;20,2;63,5;;
615;2022-05-23 14:26;20,2;63,9;;
616;2022-05-23 14:31;20,3;63,9;;
617;2022-05-23 14:36;20,3;63,9;;
618;2022-05-23 14:41;20,3;63,9;;
619;2022-05-23 14:46;20,3;64;;
620;2022-05-23 14:51;20,3;64,4;;
621;2022-05-23 14:56;20,3;64,4;;
622;2022-05-23 15:01;20,4;64,4;;
623;2022-05-23 15:06;20,4;64,4;;
624;2022-05-23 15:11;20,4;64,4;;
625;2022-05-23 15:16;20,4;64,4;;
626;2022-05-23 15:21;20,4;64,4;;
627;2022-05-23 15:26;20,5;64,4;;
628;2022-05-23 15:31;20,5;64,4;;
629;2022-05-23 15:36;20,5;64,9;;
630;2022-05-23 15:41;20,5;64,9;;
631;2022-05-23 15:46;20,5;64,4;;
632;2022-05-23 15:51;20,5;64,4;;
633;2022-05-23 15:56;20,5;64,4;;
634;2022-05-23 16:01;20,5;64,4;;
635;2022-05-23 16:06;20,5;64,9;;
636;2022-05-23 16:11;20,5;64,9;;
637;2022-05-23 16:16;20,5;64,9;;
638;2022-05-23 16:21;20,5;65,4;;
639;2022-05-23 16:26;20,5;65,4;;
640;2022-05-23 16:31;20,5;65,4;;
641;2022-05-23 16:36;20,5;65,4;;
642;2022-05-23 16:41;20,5;65,4;;
643;2022-05-23 16:46;20,5;65,4;;
644;2022-05-23 16:51;20,5;65,4;;
645;2022-05-23 16:56;20,5;65,4;;
646;2022-05-23 17:01;20,5;65,4;;
647;2022-05-23 17:06;20,5;65,8;;
648;2022-05-23 17:11;20,5;65,8;;
649;2022-05-23 17:16;20,5;65,8;;
650;2022-05-23 17:21;20,5;66,3;;
651;2022-05-23 17:26;20,5;66,3;;
652;2022-05-23 17:31;20,5;66,3;;
653;2022-05-23 17:36;20,5;66,3;;
654;2022-05-23 17:41;20,5;66,7;;
655;2022-05-23 17:46;20,5;66,7;;
656;2022-05-23 17:51;20,5;66,7;;
657;2022-05-23 17:56;20,5;66,7;;
658;2022-05-23 18:01;20,5;66,7;;
659;2022-05-23 18:06;20,4;66,7;;
660;2022-05-23 18:11;20,4;66,7;;
661;2022-05-23 18:16;20,4;66,7;;
662;2022-05-23 18:21;20,4;66,7;;
663;2022-05-23 18:26;20,3;66,7;;
664;2022-05-23 18:31;20,3;66,7;;
665;2022-05-23 18:36;20,3;66,7;;
666;2022-05-23 18:41;20,3;66,7;;
667;2022-05-23 18:46;20,3;66,7;;
668;2022-05-23 18:51;20,3;67,2;;
669;2022-05-23 18:56;20,3;67,2;;
670;2022-05-23 19:01;20,3;67,2;;
671;2022-05-23 19:06;20,3;67,2;;
672;2022-05-23 19:11;20,3;67,2;;
673;2022-05-23 19:16;20,2;67,1;;
674;2022-05-23 19:21;20,2;67,6;;
675;2022-05-23 19:26;20,2;67,6;;
676;2022-05-23 19:31;20,2;67,6;;
677;2022-05-23 19:36;20,2;67,6;;
678;2022-05-23 19:41;20,2;67,6;;
679;2022-05-23 19:46;20,2;67,6;;
680;2022-05-23 19:51;20,2;67,6;;
681;2022-05-23 19:56;20,1;67,6;;
682;2022-05-23 20:01;20,1;67,6;;
683;2022-05-23 20:06;20,1;67,6;;
684;2022-05-23 20:11;20,1;68;;
685;2022-05-23 20:16;20,1;68;;
686;2022-05-23 20:21;20,1;68;;
687;2022-05-23 20:26;20,1;68;;
688;2022-05-23 20:31;20,1;68;;
689;2022-05-23 20:36;20,1;68;;
690;2022-05-23 20:41;20,1;68;;
691;2022-05-23 20:46;20,1;68,5;;
692;2022-05-23 20:51;20,1;68,5;;
693;2022-05-23 20:56;20,1;68,5;;
694;2022-05-23 21:01;20;68,5;;
695;2022-05-23 21:06;20;68,5;;
696;2022-05-23 21:11;20;68,9;;
697;2022-05-23 21:16;20;68,9;;
698;2022-05-23 21:21;20;68,9;;
699;2022-05-23 21:26;20;68,9;;
700;2022-05-23 21:31;20;68,9;;
701;2022-05-23 21:36;20;68,9;;
702;2022-05-23 21:41;20;68,9;;
703;2022-05-23 21:46;20;69,4;;
704;2022-05-23 21:51;20;68,9;;
705;2022-05-23 21:56;20;69,4;;
706;2022-05-23 22:01;20;69,4;;
707;2022-05-23 22:06;20;69,4;;
708;2022-05-23 22:11;20;69,4;;
709;2022-05-23 22:16;20;69,4;;
710;2022-05-23 22:21;20;69,4;;
711;2022-05-23 22:26;20;69,4;;
712;2022-05-23 22:31;20;69,4;;
713;2022-05-23 22:36;20;69,8;;
714;2022-05-23 22:41;20;69,8;;
715;2022-05-23 22:46;20;69,8;;
716;2022-05-23 22:51;20;69,8;;
717;2022-05-23 22:56;19,9;69,8;;
718;2022-05-23 23:01;19,9;69,8;;
719;2022-05-23 23:06;19,9;69,8;;
720;2022-05-23 23:11;19,9;69,8;;
721;2022-05-23 23:16;19,9;70,2;;
722;2022-05-23 23:21;19,9;70,2;;
723;2022-05-23 23:26;19,9;70,2;;
724;2022-05-23 23:31;19,9;70,2;;
725;2022-05-23 23:36;19,9;70,2;;
726;2022-05-23 23:41;19,9;70,2;;
727;2022-05-23 23:46;19,9;70,2;;
728;2022-05-23 23:51;19,9;70,2;;
729;2022-05-23 23:56;19,9;70,2;;
730;2022-05-24 0:01;19,9;70,2;;
731;2022-05-24 0:06;19,9;70,2;;
732;2022-05-24 0:11;19,9;70,2;;
733;2022-05-24 0:16;19,9;70,2;;
734;2022-05-24 0:21;19,9;70,2;;
735;2022-05-24 0:26;19,9;69,8;;
736;2022-05-24 0:31;19,9;70,2;;
737;2022-05-24 0:36;19,9;70,2;;
738;2022-05-24 0:41;19,8;69,8;;
739;2022-05-24 0:46;19,8;69,8;;
740;2022-05-24 0:51;19,8;69,3;;
741;2022-05-24 0:56;19,8;69,3;;
742;2022-05-24 1:01;19,8;69,3;;
743;2022-05-24 1:06;19,8;69,3;;
744;2022-05-24 1:11;19,8;69,3;;
745;2022-05-24 1:16;19,8;69,3;;
746;2022-05-24 1:21;19,8;69,8;;
747;2022-05-24 1:26;19,8;69,3;;
748;2022-05-24 1:31;19,8;69,3;;
749;2022-05-24 1:36;19,8;68,9;;
750;2022-05-24 1:41;19,8;68,9;;
751;2022-05-24 1:46;19,8;68,9;;
752;2022-05-24 1:51;19,8;68,9;;
753;2022-05-24 1:56;19,8;68,9;;
754;2022-05-24 2:01;19,8;68,9;;
755;2022-05-24 2:06;19,8;68,9;;
756;2022-05-24 2:11;19,8;68,9;;
757;2022-05-24 2:16;19,8;68,9;;
758;2022-05-24 2:21;19,8;68,9;;
759;2022-05-24 2:26;19,7;68,9;;
760;2022-05-24 2:31;19,7;68,9;;
761;2022-05-24 2:36;19,7;68,9;;
762;2022-05-24 2:41;19,7;68,9;;
763;2022-05-24 2:46;19,7;68,9;;
764;2022-05-24 2:51;19,7;68,9;;
765;2022-05-24 2:56;19,7;68,9;;
766;2022-05-24 3:01;19,7;68,4;;
767;2022-05-24 3:06;19,7;68,4;;
768;2022-05-24 3:11;19,7;68,9;;
769;2022-05-24 3:16;19,7;68,4;;
770;2022-05-24 3:21;19,7;68,4;;
771;2022-05-24 3:26;19,6;68,4;;
772;2022-05-24 3:31;19,6;68,4;;
773;2022-05-24 3:36;19,6;68,4;;
774;2022-05-24 3:41;19,6;68,4;;
775;2022-05-24 3:46;19,6;68,4;;
776;2022-05-24 3:51;19,6;68,4;;
777;2022-05-24 3:56;19,6;68,4;;
778;2022-05-24 4:01;19,6;68,4;;
779;2022-05-24 4:06;19,6;68,4;;
780;2022-05-24 4:11;19,6;68,4;;
781;2022-05-24 4:16;19,6;68,4;;
782;2022-05-24 4:21;19,6;68,4;;
783;2022-05-24 4:26;19,5;68,4;;
784;2022-05-24 4:31;19,5;68,4;;
785;2022-05-24 4:36;19,5;67,9;;
786;2022-05-24 4:41;19,5;68,4;;
787;2022-05-24 4:46;19,5;68,4;;
788;2022-05-24 4:51;19,5;68,4;;
789;2022-05-24 4:56;19,5;68,4;;
790;2022-05-24 5:01;19,5;68,4;;
791;2022-05-24 5:06;19,5;68,4;;
792;2022-05-24 5:11;19,5;68,4;;
793;2022-05-24 5:16;19,5;67,9;;
794;2022-05-24 5:21;19,4;67,9;;
795;2022-05-24 5:26;19,4;68,4;;
796;2022-05-24 5:31;19,4;67,9;;
797;2022-05-24 5:36;19,4;67,9;;
798;2022-05-24 5:41;19,4;67,9;;
799;2022-05-24 5:46;19,4;67,9;;
800;2022-05-24 5:51;19,4;67,9;;
801;2022-05-24 5:56;19,4;67,9;;
802;2022-05-24 6:01;19,4;67,9;;
803;2022-05-24 6:06;19,3;67,4;;
804;2022-05-24 6:11;19,3;67,4;;
805;2022-05-24 6:16;19,3;67;;
806;2022-05-24 6:21;19,3;67;;
807;2022-05-24 6:26;19,2;67;;
808;2022-05-24 6:31;19,2;67;;
809;2022-05-24 6:36;19,2;67;;
810;2022-05-24 6:41;19,2;67;;
811;2022-05-24 6:46;19,2;67;;
812;2022-05-24 6:51;19,2;67;;
813;2022-05-24 6:56;19,1;66,9;;
814;2022-05-24 7:01;19,1;66,9;;
815;2022-05-24 7:06;19,1;66,9;;
816;2022-05-24 7:11;19,1;66,9;;
817;2022-05-24 7:16;19,1;66,9;;
818;2022-05-24 7:21;19,1;66,9;;
819;2022-05-24 7:26;19,1;67,4;;
820;2022-05-24 7:31;19,1;67,4;;
821;2022-05-24 7:36;19,1;67,4;;
822;2022-05-24 7:41;19,1;67,4;;
823;2022-05-24 7:46;19,1;67,4;;
824;2022-05-24 7:51;19,2;67,4;;
825;2022-05-24 7:56;19,2;67,4;;
826;2022-05-24 8:01;19,2;67,4;;
827;2022-05-24 8:06;19,2;67,4;;
828;2022-05-24 8:11;19,2;67,9;;
829;2022-05-24 8:16;19,2;67,9;;
830;2022-05-24 8:21;19,2;68,3;;
831;2022-05-24 8:26;19,2;68,3;;
832;2022-05-24 8:31;19,2;68,8;;
833;2022-05-24 8:36;19,2;68,3;;
834;2022-05-24 8:41;19,2;68,3;;
835;2022-05-24 8:46;19,2;68,3;;
836;2022-05-24 8:51;19,2;68,3;;
837;2022-05-24 8:56;19,2;67,9;;
838;2022-05-24 9:01;19,2;67,9;;
839;2022-05-24 9:06;19,3;67,9;;
840;2022-05-24 9:11;19,3;67,9;;
841;2022-05-24 9:16;19,3;67,9;;
842;2022-05-24 9:21;19,3;67,9;;
843;2022-05-24 9:26;19,4;67,9;;
844;2022-05-24 9:31;19,4;67,9;;
845;2022-05-24 9:36;19,4;67,9;;
846;2022-05-24 9:41;19,4;67,9;;
847;2022-05-24 9:46;19,4;67,9;;
848;2022-05-24 9:51;19,5;67,9;;
849;2022-05-24 9:56;19,5;67,9;;
850;2022-05-24 10:01;19,5;67,9;;
851;2022-05-24 10:06;19,5;67,9;;
852;2022-05-24 10:11;19,5;67,9;;
853;2022-05-24 10:16;19,5;67,9;;
854;2022-05-24 10:21;19,5;67,9;;
855;2022-05-24 10:26;19,5;67,9;;
856;2022-05-24 10:31;19,5;67,9;;
857;2022-05-24 10:36;19,5;67,9;;
858;2022-05-24 10:41;19,6;67,5;;
859;2022-05-24 10:46;19,6;67,5;;
860;2022-05-24 10:51;19,7;67;;
861;2022-05-24 10:56;19,7;66,6;;
862;2022-05-24 11:01;19,7;66,6;;
863;2022-05-24 11:06;19,7;66,6;;
864;2022-05-24 11:11;19,7;66,6;;
865;2022-05-24 11:16;19,7;66,6;;
866;2022-05-24 11:21;19,7;66,6;;
867;2022-05-24 11:26;19,8;67,1;;
868;2022-05-24 11:31;19,8;67,1;;
869;2022-05-24 11:36;19,8;67,1;;
870;2022-05-24 11:41;19,8;67,1;;
871;2022-05-24 11:46;19,8;67,1;;
872;2022-05-24 11:51;19,8;67,1;;
873;2022-05-24 11:56;19,9;67,5;;
874;2022-05-24 12:01;19,9;67,6;;
875;2022-05-24 12:06;19,9;67,6;;
876;2022-05-24 12:11;19,9;67,6;;
877;2022-05-24 12:16;20;67,1;;
878;2022-05-24 12:21;20;67,1;;
879;2022-05-24 12:26;20;67,1;;
880;2022-05-24 12:31;20;67,1;;
881;2022-05-24 12:36;20;67,1;;
882;2022-05-24 12:41;20;66,7;;
883;2022-05-24 12:46;20;66,7;;
884;2022-05-24 12:51;20,1;66,7;;
885;2022-05-24 12:56;20,1;66,7;;
886;2022-05-24 13:01;20,1;66,7;;
887;2022-05-24 13:06;20,2;66,7;;
888;2022-05-24 13:11;20,2;66,2;;
889;2022-05-24 13:16;20,2;66,2;;
890;2022-05-24 13:21;20,3;66,2;;
891;2022-05-24 13:26;20,3;66,3;;
892;2022-05-24 13:31;20,3;66,3;;
893;2022-05-24 13:36;20,4;66,3;;
894;2022-05-24 13:41;20,4;66,7;;
895;2022-05-24 13:46;20,5;66,7;;
896;2022-05-24 13:51;20,5;66,7;;
897;2022-05-24 13:56;20,4;66,7;;
898;2022-05-24 14:01;20,5;66,7;;
899;2022-05-24 14:06;20,5;67,2;;
900;2022-05-24 14:11;20,5;66,7;;
901;2022-05-24 14:16;20,5;66,7;;
902;2022-05-24 14:21;20,5;67,2;;
903;2022-05-24 14:26;20,5;67,2;;
904;2022-05-24 14:31;20,6;66,7;;
905;2022-05-24 14:36;20,6;66,8;;
906;2022-05-24 14:41;20,6;66,8;;
907;2022-05-24 14:46;20,6;66,8;;
908;2022-05-24 14:51;20,6;66,8;;
909;2022-05-24 14:56;20,5;66,8;;
910;2022-05-24 15:01;20,5;67,2;;
911;2022-05-24 15:06;20,6;67,2;;
912;2022-05-24 15:11;20,6;67,2;;
913;2022-05-24 15:16;20,6;67,2;;
914;2022-05-24 15:21;20,6;67,2;;
915;2022-05-24 15:26;20,6;67,7;;
916;2022-05-24 15:31;20,6;68,1;;
917;2022-05-24 15:36;20,6;68,1;;
918;2022-05-24 15:41;20,6;68,6;;
919;2022-05-24 15:46;20,6;68,6;;
920;2022-05-24 15:51;20,7;69;;
921;2022-05-24 15:56;20,6;69;;
922;2022-05-24 16:01;20,6;69;;
923;2022-05-24 16:06;20,6;69;;
924;2022-05-24 16:11;20,6;69;;
925;2022-05-24 16:16;20,5;69,5;;
926;2022-05-24 16:21;20,5;69,5;;
927;2022-05-24 16:26;20,5;69,4;;
928;2022-05-24 16:31;20,4;69,9;;
929;2022-05-24 16:36;20,4;70,3;;
930;2022-05-24 16:41;20,4;70,3;;
931;2022-05-24 16:46;20,3;70,8;;
932;2022-05-24 16:51;20,3;70,8;;
933;2022-05-24 16:56;20,3;71,2;;
934;2022-05-24 17:01;20,3;71,2;;
935;2022-05-24 17:06;20,3;71,2;;
936;2022-05-24 17:11;20,3;71,6;;
937;2022-05-24 17:16;20,3;71,6;;
938;2022-05-24 17:21;20,2;72,1;;
939;2022-05-24 17:26;20,2;72,1;;
940;2022-05-24 17:31;20,2;72,1;;
941;2022-05-24 17:36;20,2;72,1;;
942;2022-05-24 17:41;20,2;72,1;;
943;2022-05-24 17:46;20,2;72;;
944;2022-05-24 17:51;20,2;72,1;;
945;2022-05-24 17:56;20,1;72,5;;
946;2022-05-24 18:01;20,1;72,5;;
947;2022-05-24 18:06;20,1;72,5;;
948;2022-05-24 18:11;20,1;72,5;;
949;2022-05-24 18:16;20,1;72,5;;
950;2022-05-24 18:21;20,1;72,5;;
951;2022-05-24 18:26;20,1;72,5;;
952;2022-05-24 18:31;20,1;72,9;;
953;2022-05-24 18:36;20,1;72,9;;
954;2022-05-24 18:41;20;72,9;;
955;2022-05-24 18:46;20;72,9;;
956;2022-05-24 18:51;20;72,9;;
957;2022-05-24 18:56;20;72,9;;
958;2022-05-24 19:01;20;72,9;;
959;2022-05-24 19:06;20;73,3;;
960;2022-05-24 19:11;20;73,3;;
961;2022-05-24 19:16;20;73,3;;
962;2022-05-24 19:21;20;73,3;;
963;2022-05-24 19:26;19,9;73,3;;
964;2022-05-24 19:31;19,9;73,3;;
965;2022-05-24 19:36;19,9;73,3;;
966;2022-05-24 19:41;19,9;73,3;;
967;2022-05-24 19:46;19,9;73,3;;
968;2022-05-24 19:51;19,9;73,3;;
969;2022-05-24 19:56;19,9;73,3;;
970;2022-05-24 20:01;19,9;73,3;;
971;2022-05-24 20:06;19,9;73,3;;
972;2022-05-24 20:11;19,9;73,3;;
973;2022-05-24 20:16;19,9;73,3;;
974;2022-05-24 20:21;19,9;73,3;;
975;2022-05-24 20:26;19,9;73,3;;
976;2022-05-24 20:31;19,9;73,3;;
977;2022-05-24 20:36;19,8;73,3;;
978;2022-05-24 20:41;19,8;73,3;;
979;2022-05-24 20:46;19,8;73,3;;
980;2022-05-24 20:51;19,8;73,3;;
981;2022-05-24 20:56;19,8;73,3;;
982;2022-05-24 21:01;19,8;73,7;;
983;2022-05-24 21:06;19,8;73,7;;
984;2022-05-24 21:11;19,8;73,7;;
985;2022-05-24 21:16;19,8;73,7;;
986;2022-05-24 21:21;19,8;73,7;;
987;2022-05-24 21:26;19,8;73,7;;
988;2022-05-24 21:31;19,8;73,7;;
989;2022-05-24 21:36;19,8;73,7;;
990;2022-05-24 21:41;19,8;73,7;;
991;2022-05-24 21:46;19,8;73,7;;
992;2022-05-24 21:51;19,8;73,7;;
993;2022-05-24 21:56;19,8;73,7;;
994;2022-05-24 22:01;19,8;73,7;;
995;2022-05-24 22:06;19,8;74,1;;
996;2022-05-24 22:11;19,8;74,1;;
997;2022-05-24 22:16;19,8;74,1;;
998;2022-05-24 22:21;19,8;74,1;;
999;2022-05-24 22:26;19,8;74,1;;
1000;2022-05-24 22:31;19,8;74,1;;
1001;2022-05-24 22:36;19,8;74,1;;
1002;2022-05-24 22:41;19,8;74,6;;
1003;2022-05-24 22:46;19,8;74,6;;
1004;2022-05-24 22:51;19,8;74,6;;
1005;2022-05-24 22:56;19,8;74,6;;
1006;2022-05-24 23:01;19,8;74,6;;
1007;2022-05-24 23:06;19,8;74,6;;
1008;2022-05-24 23:11;19,8;74,6;;
1009;2022-05-24 23:16;19,8;74,6;;
1010;2022-05-24 23:21;19,8;74,6;;
1011;2022-05-24 23:26;19,8;75;;
1012;2022-05-24 23:31;19,8;75;;
1013;2022-05-24 23:36;19,8;75;;
1014;2022-05-24 23:41;19,8;75;;
1015;2022-05-24 23:46;19,8;74,6;;
1016;2022-05-24 23:51;19,8;74,6;;
1017;2022-05-24 23:56;19,8;74,6;;
1018;2022-05-25 0:01;19,8;75;;
1019;2022-05-25 0:06;19,8;74,6;;
1020;2022-05-25 0:11;19,8;74,6;;
1021;2022-05-25 0:16;19,8;74,6;;
1022;2022-05-25 0:21;19,8;74,6;;
1023;2022-05-25 0:26;19,8;75;;
1024;2022-05-25 0:31;19,8;75;;
1025;2022-05-25 0:36;19,8;74,6;;
1026;2022-05-25 0:41;19,8;75;;
1027;2022-05-25 0:46;19,8;74,6;;
1028;2022-05-25 0:51;19,8;75;;
1029;2022-05-25 0:56;19,8;74,6;;
1030;2022-05-25 1:01;19,8;75;;
1031;2022-05-25 1:06;19,8;75;;
1032;2022-05-25 1:11;19,8;75;;
1033;2022-05-25 1:16;19,8;75;;
1034;2022-05-25 1:21;19,8;75,4;;
1035;2022-05-25 1:26;19,8;75;;
1036;2022-05-25 1:31;19,8;75;;
1037;2022-05-25 1:36;19,8;75;;
1038;2022-05-25 1:41;19,8;75;;
1039;2022-05-25 1:46;19,8;75;;
1040;2022-05-25 1:51;19,8;75,4;;
1041;2022-05-25 1:56;19,8;75,4;;
1042;2022-05-25 2:01;19,8;75,4;;
1043;2022-05-25 2:06;19,8;75,4;;
1044;2022-05-25 2:11;19,8;75,4;;
1045;2022-05-25 2:16;19,7;75,4;;
1046;2022-05-25 2:21;19,7;75,4;;
1047;2022-05-25 2:26;19,7;75,4;;
1048;2022-05-25 2:31;19,7;75,4;;
1049;2022-05-25 2:36;19,7;75,4;;
1050;2022-05-25 2:41;19,7;75,4;;
1051;2022-05-25 2:46;19,7;75,4;;
1052;2022-05-25 2:51;19,7;75,4;;
1053;2022-05-25 2:56;19,7;75,4;;
1054;2022-05-25 3:01;19,7;75,8;;
1055;2022-05-25 3:06;19,7;75,4;;
1056;2022-05-25 3:11;19,7;75,4;;
1057;2022-05-25 3:16;19,7;75,8;;
1058;2022-05-25 3:21;19,7;75,8;;
1059;2022-05-25 3:26;19,7;75,8;;
1060;2022-05-25 3:31;19,7;75,8;;
1061;2022-05-25 3:36;19,7;76,3;;
1062;2022-05-25 3:41;19,7;76,3;;
1063;2022-05-25 3:46;19,7;76,3;;
1064;2022-05-25 3:51;19,7;76,3;;
1065;2022-05-25 3:56;19,7;76,3;;
1066;2022-05-25 4:01;19,7;76,3;;
1067;2022-05-25 4:06;19,7;76,3;;
1068;2022-05-25 4:11;19,7;76,3;;
1069;2022-05-25 4:16;19,7;75,8;;
1070;2022-05-25 4:21;19,7;75,8;;
1071;2022-05-25 4:26;19,7;75,8;;
1072;2022-05-25 4:31;19,7;75,8;;
1073;2022-05-25 4:36;19,7;75,8;;
1074;2022-05-25 4:41;19,7;75,8;;
1075;2022-05-25 4:46;19,7;75,4;;
1076;2022-05-25 4:51;19,7;75,4;;
1077;2022-05-25 4:56;19,7;75,4;;
1078;2022-05-25 5:01;19,7;75,4;;
1079;2022-05-25 5:06;19,7;75,4;;
1080;2022-05-25 5:11;19,7;75,4;;
1081;2022-05-25 5:16;19,7;75,4;;
1082;2022-05-25 5:21;19,7;75,4;;
1083;2022-05-25 5:26;19,7;75,4;;
1084;2022-05-25 5:31;19,7;75;;
1085;2022-05-25 5:36;19,7;75;;
1086;2022-05-25 5:41;19,7;75;;
1087;2022-05-25 5:46;19,7;75;;
1088;2022-05-25 5:51;19,7;75;;
1089;2022-05-25 5:56;19,7;75;;
1090;2022-05-25 6:01;19,7;74,5;;
1091;2022-05-25 6:06;19,7;74,6;;
1092;2022-05-25 6:11;19,6;74,1;;
1093;2022-05-25 6:16;19,6;73,7;;
1094;2022-05-25 6:21;19,6;73,2;;
1095;2022-05-25 6:26;19,6;73,2;;
1096;2022-05-25 6:31;19,6;73,2;;
1097;2022-05-25 6:36;19,6;72,8;;
1098;2022-05-25 6:41;19,5;72,8;;
1099;2022-05-25 6:46;19,5;72,4;;
1100;2022-05-25 6:51;19,5;72,4;;
1101;2022-05-25 6:56;19,5;72,4;;
1102;2022-05-25 7:01;19,5;72,4;;
1103;2022-05-25 7:06;19,5;72,3;;
1104;2022-05-25 7:11;19,5;72,4;;
1105;2022-05-25 7:16;19,5;72,3;;
1106;2022-05-25 7:21;19,5;72,4;;
1107;2022-05-25 7:26;19,5;72,3;;
1108;2022-05-25 7:31;19,5;72,3;;
1109;2022-05-25 7:36;19,5;72,4;;
1110;2022-05-25 7:41;19,5;72,4;;
1111;2022-05-25 7:46;19,5;72,8;;
1112;2022-05-25 7:51;19,5;72,8;;
1113;2022-05-25 7:56;19,5;72,8;;
1114;2022-05-25 8:01;19,5;72,8;;
1115;2022-05-25 8:06;19,5;72,8;;
1116;2022-05-25 8:11;19,5;72,8;;
1117;2022-05-25 8:16;19,5;72,8;;
1118;2022-05-25 8:21;19,5;72,8;;
1119;2022-05-25 8:26;19,5;72,8;;
1120;2022-05-25 8:31;19,5;73,2;;
1121;2022-05-25 8:36;19,5;73,2;;
1122;2022-05-25 8:41;19,5;73,2;;
1123;2022-05-25 8:46;19,5;73,2;;
1124;2022-05-25 8:51;19,5;73,7;;
1125;2022-05-25 8:56;19,5;73,2;;
1126;2022-05-25 9:01;19,5;73,2;;
1127;2022-05-25 9:06;19,6;72,8;;
1128;2022-05-25 9:11;19,6;72,8;;
1129;2022-05-25 9:16;19,6;72,8;;
1130;2022-05-25 9:21;19,6;72,8;;
1131;2022-05-25 9:26;19,6;72,4;;
1132;2022-05-25 9:31;19,6;72,4;;
1133;2022-05-25 9:36;19,6;72,4;;
1134;2022-05-25 9:41;19,6;72,4;;
1135;2022-05-25 9:46;19,6;72,4;;
1136;2022-05-25 9:51;19,6;72,4;;
1137;2022-05-25 9:56;19,6;71,9;;
1138;2022-05-25 10:01;19,6;71,9;;
1139;2022-05-25 10:06;19,7;71,9;;
1140;2022-05-25 10:11;19,7;71,9;;
1141;2022-05-25 10:16;19,7;71,5;;
1142;2022-05-25 10:21;19,7;71,5;;
1143;2022-05-25 10:26;19,8;71,5;;
1144;2022-05-25 10:31;19,8;71,5;;
1145;2022-05-25 10:36;19,8;71,1;;
1146;2022-05-25 10:41;19,8;71,1;;
1147;2022-05-25 10:46;19,8;71,1;;
1148;2022-05-25 10:51;19,8;71,1;;
1149;2022-05-25 10:56;19,8;71,1;;
1150;2022-05-25 11:01;19,8;71,1;;
1151;2022-05-25 11:06;19,9;71,1;;
1152;2022-05-25 11:11;19,9;70,7;;
1153;2022-05-25 11:16;19,9;70,7;;
1154;2022-05-25 11:21;19,9;70,7;;
1155;2022-05-25 11:26;19,9;70,7;;
1156;2022-05-25 11:31;19,9;70,7;;
1157;2022-05-25 11:36;20;70,7;;
1158;2022-05-25 11:41;20;70,7;;
1159;2022-05-25 11:46;20;70,7;;
1160;2022-05-25 11:51;20,1;70,7;;
1161;2022-05-25 11:56;20,1;70,7;;
1162;2022-05-25 12:01;20,1;70,7;;
1163;2022-05-25 12:06;20,1;70,7;;
1164;2022-05-25 12:11;20,1;70,7;;
1165;2022-05-25 12:16;20,1;70,3;;
1166;2022-05-25 12:21;20,1;70,3;;
1167;2022-05-25 12:26;20,2;70,7;;
1168;2022-05-25 12:31;20,2;70,3;;
1169;2022-05-25 12:36;20,2;70,3;;
1170;2022-05-25 12:41;20,2;70,3;;
1171;2022-05-25 12:46;20,2;70,3;;
1172;2022-05-25 12:51;20,2;70,3;;
1173;2022-05-25 12:56;20,2;70,3;;
1174;2022-05-25 13:01;20,2;70,3;;
1175;2022-05-25 13:06;20,3;70,3;;
1176;2022-05-25 13:11;20,3;70,3;;
1177;2022-05-25 13:16;20,3;70,3;;
1178;2022-05-25 13:21;20,3;70,3;;
1179;2022-05-25 13:26;20,3;70,3;;
1180;2022-05-25 13:31;20,4;70,3;;
1181;2022-05-25 13:36;20,4;70,3;;
1182;2022-05-25 13:41;20,4;70,3;;
1183;2022-05-25 13:46;20,4;70,3;;
1184;2022-05-25 13:51;20,4;70,8;;
1185;2022-05-25 13:56;20,4;71,2;;
1186;2022-05-25 14:01;20,4;71,6;;
1187;2022-05-25 14:06;20,4;72,1;;
1188;2022-05-25 14:11;20,4;72,1;;
1189;2022-05-25 14:16;20,3;72,1;;
1190;2022-05-25 14:21;20,3;72,1;;
1191;2022-05-25 14:26;20,3;72,9;;
