RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data LoggerV387;;
601;2022-04-22 12:28:32;19.1;57.6
602;2022-04-22 12:33:32;19.1;57.1
603;2022-04-22 12:38:32;19.2;57.2
604;2022-04-22 12:43:32;19.2;56.7
605;2022-04-22 12:48:32;19.2;56.7
606;2022-04-22 12:53:32;19.3;56.7
607;2022-04-22 12:58:32;19.4;56.7
608;2022-04-22 13:03:32;19.5;56.2
609;2022-04-22 13:08:32;19.6;56.2
610;2022-04-22 13:13:32;19.7;56.2
611;2022-04-22 13:18:32;19.8;55.8
612;2022-04-22 13:23:32;19.8;55.8
613;2022-04-22 13:28:32;19.9;55.8
614;2022-04-22 13:33:32;20;55.3
615;2022-04-22 13:38:32;20.1;55.3
616;2022-04-22 13:43:32;20.2;55.3
617;2022-04-22 13:48:32;20.3;54.9
618;2022-04-22 13:53:32;20.3;54.9
619;2022-04-22 13:58:32;20.4;54.9
620;2022-04-22 14:03:32;20.5;54.4
621;2022-04-22 14:08:32;20.6;53.9
622;2022-04-22 14:13:32;20.7;53.4
623;2022-04-22 14:18:32;20.8;52.9
624;2022-04-22 14:23:32;20.8;52.4
625;2022-04-22 14:28:32;20.9;53
626;2022-04-22 14:33:32;20.9;52.5
627;2022-04-22 14:38:32;20.9;52.5
628;2022-04-22 14:43:32;21;52
629;2022-04-22 14:48:32;21.1;52.5
630;2022-04-22 14:53:32;21.2;52
631;2022-04-22 14:58:32;21.2;52
632;2022-04-22 15:03:32;21.3;52
633;2022-04-22 15:08:32;21.4;51.5
634;2022-04-22 15:13:32;21.5;51
635;2022-04-22 15:18:32;21.5;51
636;2022-04-22 15:23:32;21.5;51
637;2022-04-22 15:28:32;21.6;51
638;2022-04-22 15:33:32;21.6;50.5
639;2022-04-22 15:38:32;21.7;50.5
640;2022-04-22 15:43:32;21.7;50.5
641;2022-04-22 15:48:32;21.7;50.5
642;2022-04-22 15:53:32;21.8;50.5
643;2022-04-22 15:58:32;21.8;50
644;2022-04-22 16:03:32;21.8;50
645;2022-04-22 16:08:32;21.9;50
646;2022-04-22 16:13:32;21.9;50
647;2022-04-22 16:18:32;21.9;50
648;2022-04-22 16:23:32;21.9;50.1
649;2022-04-22 16:28:32;21.9;50.1
650;2022-04-22 16:33:32;22;49.5
651;2022-04-22 16:38:32;22;50.1
652;2022-04-22 16:43:32;22;49.5
653;2022-04-22 16:48:32;22;49.5
654;2022-04-22 16:53:32;22;49.5
655;2022-04-22 16:58:32;22;49.6
656;2022-04-22 17:03:32;22;49.6
657;2022-04-22 17:08:32;22;49.6
658;2022-04-22 17:13:32;22;49.6
659;2022-04-22 17:18:32;22;49.5
660;2022-04-22 17:23:32;22;49.5
661;2022-04-22 17:28:32;21.9;49.5
662;2022-04-22 17:33:32;21.9;49.5
663;2022-04-22 17:38:32;21.8;49.5
664;2022-04-22 17:43:32;21.7;49.5
665;2022-04-22 17:48:32;21.6;49.5
666;2022-04-22 17:53:32;21.5;50
667;2022-04-22 17:58:32;21.5;50
668;2022-04-22 18:03:32;21.4;50
669;2022-04-22 18:08:32;21.2;50
670;2022-04-22 18:13:32;21.1;50
671;2022-04-22 18:18:32;21;50.5
672;2022-04-22 18:23:32;20.9;51
673;2022-04-22 18:28:32;20.9;50.9
674;2022-04-22 18:33:32;20.8;50.9
675;2022-04-22 18:38:32;20.7;51.4
676;2022-04-22 18:43:32;20.6;51.4
677;2022-04-22 18:48:32;20.5;51.9
678;2022-04-22 18:53:32;20.4;51.9
679;2022-04-22 18:58:32;20.4;52.4
680;2022-04-22 19:03:32;20.3;52.4
681;2022-04-22 19:08:32;20.3;52.9
682;2022-04-22 19:13:32;20.2;52.9
683;2022-04-22 19:18:32;20.2;52.9
684;2022-04-22 19:23:32;20.1;52.9
685;2022-04-22 19:28:32;20;53.3
686;2022-04-22 19:33:32;20;53.3
687;2022-04-22 19:38:32;19.9;53.8
688;2022-04-22 19:43:32;19.9;53.8
689;2022-04-22 19:48:32;19.8;53.8
690;2022-04-22 19:53:32;19.8;54.3
691;2022-04-22 19:58:32;19.8;54.3
692;2022-04-22 20:03:32;19.7;54.3
693;2022-04-22 20:08:32;19.7;54.8
694;2022-04-22 20:13:32;19.7;54.8
695;2022-04-22 20:18:32;19.6;54.8
696;2022-04-22 20:23:32;19.6;54.8
697;2022-04-22 20:28:32;19.5;55.2
698;2022-04-22 20:33:32;19.5;55.2
699;2022-04-22 20:38:32;19.4;55.2
700;2022-04-22 20:43:32;19.4;55.7
701;2022-04-22 20:48:32;19.4;55.7
702;2022-04-22 20:53:32;19.3;55.7
703;2022-04-22 20:58:32;19.3;55.7
704;2022-04-22 21:03:32;19.3;55.7
705;2022-04-22 21:08:32;19.2;56.2
706;2022-04-22 21:13:32;19.2;56.2
707;2022-04-22 21:18:32;19.2;56.2
708;2022-04-22 21:23:32;19.2;56.7
709;2022-04-22 21:28:32;19.1;56.7
710;2022-04-22 21:33:32;19.1;56.7
711;2022-04-22 21:38:32;19;56.6
712;2022-04-22 21:43:32;19;56.6
713;2022-04-22 21:48:32;18.9;56.6
714;2022-04-22 21:53:32;18.8;57.1
715;2022-04-22 21:58:32;18.8;57.1
716;2022-04-22 22:03:32;18.7;57.1
717;2022-04-22 22:08:32;18.7;57.6
718;2022-04-22 22:13:32;18.6;57.6
719;2022-04-22 22:18:32;18.6;57.6
720;2022-04-22 22:23:32;18.6;57.5
721;2022-04-22 22:28:32;18.5;58
722;2022-04-22 22:33:32;18.4;58
723;2022-04-22 22:38:32;18.4;58
724;2022-04-22 22:43:32;18.3;58
725;2022-04-22 22:48:32;18.3;58.5
726;2022-04-22 22:53:32;18.2;58.5
727;2022-04-22 22:58:32;18.2;58.5
728;2022-04-22 23:03:32;18.1;58.5
729;2022-04-22 23:08:32;18.1;58.5
730;2022-04-22 23:13:32;18.1;58.4
731;2022-04-22 23:18:32;18;58.4
732;2022-04-22 23:23:32;18;58.4
733;2022-04-22 23:28:32;18;58.9
734;2022-04-22 23:33:32;17.9;58.9
735;2022-04-22 23:38:32;17.9;58.9
736;2022-04-22 23:43:32;17.9;58.9
737;2022-04-22 23:48:32;17.8;58.9
738;2022-04-22 23:53:32;17.8;58.9
739;2022-04-22 23:58:32;17.7;58.9
740;2022-04-23 00:03:32;17.7;58.9
741;2022-04-23 00:08:32;17.7;58.9
742;2022-04-23 00:13:32;17.6;58.9
743;2022-04-23 00:18:32;17.6;58.8
744;2022-04-23 00:23:32;17.5;58.8
745;2022-04-23 00:28:32;17.5;58.8
746;2022-04-23 00:33:32;17.5;58.8
747;2022-04-23 00:38:32;17.4;58.8
748;2022-04-23 00:43:32;17.4;59.3
749;2022-04-23 00:48:32;17.4;58.8
750;2022-04-23 00:53:32;17.4;59.3
751;2022-04-23 00:58:32;17.4;59.3
752;2022-04-23 01:03:32;17.3;59.3
753;2022-04-23 01:08:32;17.3;59.3
754;2022-04-23 01:13:32;17.3;59.3
755;2022-04-23 01:18:32;17.3;59.3
756;2022-04-23 01:23:32;17.2;59.3
757;2022-04-23 01:28:32;17.2;59.3
758;2022-04-23 01:33:32;17.2;59.3
759;2022-04-23 01:38:32;17.1;59.2
760;2022-04-23 01:43:32;17.1;59.2
761;2022-04-23 01:48:32;17;59.2
762;2022-04-23 01:53:32;17;59.2
763;2022-04-23 01:58:32;16.9;59.2
764;2022-04-23 02:03:32;16.9;59.2
765;2022-04-23 02:08:32;16.9;59.2
766;2022-04-23 02:13:32;16.8;59.2
767;2022-04-23 02:18:32;16.8;59.2
768;2022-04-23 02:23:32;16.8;59.2
769;2022-04-23 02:28:32;16.7;59.2
770;2022-04-23 02:33:32;16.7;59.7
771;2022-04-23 02:38:32;16.7;59.2
772;2022-04-23 02:43:32;16.7;59.7
773;2022-04-23 02:48:32;16.7;59.7
774;2022-04-23 02:53:32;16.6;59.6
775;2022-04-23 02:58:32;16.6;59.6
776;2022-04-23 03:03:32;16.5;59.6
777;2022-04-23 03:08:32;16.5;59.6
778;2022-04-23 03:13:32;16.5;59.6
779;2022-04-23 03:18:32;16.4;59.6
780;2022-04-23 03:23:32;16.4;59.6
781;2022-04-23 03:28:32;16.4;59.6
782;2022-04-23 03:33:32;16.3;59.6
783;2022-04-23 03:38:32;16.3;59.6
784;2022-04-23 03:43:32;16.3;59.6
785;2022-04-23 03:48:32;16.2;59.6
786;2022-04-23 03:53:32;16.2;59.6
787;2022-04-23 03:58:32;16.2;59.6
788;2022-04-23 04:03:32;16.2;59.6
789;2022-04-23 04:08:32;16.1;59.6
790;2022-04-23 04:13:32;16.1;59.6
791;2022-04-23 04:18:32;16;59.6
792;2022-04-23 04:23:32;16;59.6
793;2022-04-23 04:28:32;16;59.6
794;2022-04-23 04:33:32;16;59.6
795;2022-04-23 04:38:32;16;59.5
796;2022-04-23 04:43:32;15.9;59.5
797;2022-04-23 04:48:32;15.9;59.5
798;2022-04-23 04:53:32;15.9;59.5
799;2022-04-23 04:58:32;15.8;59.5
800;2022-04-23 05:03:32;15.8;59.5
801;2022-04-23 05:08:32;15.8;59.5
802;2022-04-23 05:13:32;15.8;59.5
803;2022-04-23 05:18:32;15.7;59.5
804;2022-04-23 05:23:32;15.7;59.5
805;2022-04-23 05:28:32;15.7;59.5
806;2022-04-23 05:33:32;15.7;59.5
807;2022-04-23 05:38:32;15.6;59.5
808;2022-04-23 05:43:32;15.6;59
809;2022-04-23 05:48:32;15.6;59.5
810;2022-04-23 05:53:32;15.5;59
811;2022-04-23 05:58:32;15.5;59.5
812;2022-04-23 06:03:32;15.5;59.5
813;2022-04-23 06:08:32;15.5;59.5
814;2022-04-23 06:13:32;15.5;59
815;2022-04-23 06:18:32;15.4;59.5
816;2022-04-23 06:23:32;15.4;59.5
817;2022-04-23 06:28:32;15.4;59.5
818;2022-04-23 06:33:32;15.4;59.5
819;2022-04-23 06:38:32;15.4;59.5
820;2022-04-23 06:43:32;15.3;59.4
821;2022-04-23 06:48:32;15.3;59.4
822;2022-04-23 06:53:32;15.3;59.4
823;2022-04-23 06:58:32;15.2;59.4
824;2022-04-23 07:03:32;15.2;59.4
825;2022-04-23 07:08:32;15.2;59.4
826;2022-04-23 07:13:32;15.2;59.4
827;2022-04-23 07:18:32;15.2;59.4
828;2022-04-23 07:23:32;15.1;59.4
829;2022-04-23 07:28:32;15.1;59.4
830;2022-04-23 07:33:32;15.1;59.4
831;2022-04-23 07:38:32;15.1;59.4
832;2022-04-23 07:43:32;15.1;59.4
833;2022-04-23 07:48:32;15.1;59.4
834;2022-04-23 07:53:32;15.1;58.9
835;2022-04-23 07:58:32;15.2;59
836;2022-04-23 08:03:32;15.2;59
837;2022-04-23 08:08:32;15.3;59
838;2022-04-23 08:13:32;15.4;59
839;2022-04-23 08:18:32;15.4;59
840;2022-04-23 08:23:32;15.5;58.5
841;2022-04-23 08:28:32;15.6;58.5
842;2022-04-23 08:33:32;15.6;58.1
843;2022-04-23 08:38:32;15.7;58.1
844;2022-04-23 08:43:32;15.8;58.1
845;2022-04-23 08:48:32;15.9;58.1
846;2022-04-23 08:53:32;15.9;58.1
847;2022-04-23 08:58:32;16;57.6
848;2022-04-23 09:03:32;16;57.7
849;2022-04-23 09:08:32;16.1;57.7
850;2022-04-23 09:13:32;16.2;57.7
851;2022-04-23 09:18:32;16.3;57.2
852;2022-04-23 09:23:32;16.3;57.2
853;2022-04-23 09:28:32;16.4;57.2
854;2022-04-23 09:33:32;16.5;57.2
855;2022-04-23 09:38:32;16.6;57.2
856;2022-04-23 09:43:32;16.6;57.3
857;2022-04-23 09:48:32;16.7;57.3
858;2022-04-23 09:53:32;16.7;56.8
859;2022-04-23 09:58:32;16.8;56.8
860;2022-04-23 10:03:32;16.9;56.8
861;2022-04-23 10:08:32;17;56.8
862;2022-04-23 10:13:32;17.1;56.4
863;2022-04-23 10:18:32;17.2;56.4
864;2022-04-23 10:23:32;17.3;56.4
865;2022-04-23 10:28:32;17.4;56.4
866;2022-04-23 10:33:32;17.4;56.4
867;2022-04-23 10:38:32;17.5;55.9
868;2022-04-23 10:43:32;17.6;55.9
869;2022-04-23 10:48:32;17.7;56
870;2022-04-23 10:53:32;17.8;56
871;2022-04-23 10:58:32;17.9;56
872;2022-04-23 11:03:32;17.9;55.5
873;2022-04-23 11:08:32;18;55.5
874;2022-04-23 11:13:32;18.1;55.5
875;2022-04-23 11:18:32;18.2;55.5
876;2022-04-23 11:23:32;18.3;55.6
877;2022-04-23 11:28:32;18.3;55.6
878;2022-04-23 11:33:32;18.5;55.6
879;2022-04-23 11:38:32;18.5;55.6
880;2022-04-23 11:43:32;18.6;55.1
881;2022-04-23 11:48:32;18.7;55.6
882;2022-04-23 11:53:32;18.8;55.6
883;2022-04-23 11:58:32;18.9;55.2
884;2022-04-23 12:03:32;19;55.2
885;2022-04-23 12:08:32;19.1;55.2
886;2022-04-23 12:13:32;19.2;55.2
887;2022-04-23 12:18:32;19.2;54.7
888;2022-04-23 12:23:32;19.3;54.7
889;2022-04-23 12:28:32;19.4;54.7
890;2022-04-23 12:33:32;19.5;54.8
891;2022-04-23 12:38:32;19.6;54.8
892;2022-04-23 12:43:32;19.7;54.8
893;2022-04-23 12:48:32;19.8;54.8
894;2022-04-23 12:53:32;19.8;54.8
895;2022-04-23 12:58:32;19.9;54.3
896;2022-04-23 13:03:32;20;54.3
897;2022-04-23 13:08:32;20.1;54.3
898;2022-04-23 13:13:32;20.2;53.9
899;2022-04-23 13:18:32;20.3;53.9
900;2022-04-23 13:23:32;20.3;53.9
901;2022-04-23 13:28:32;20.4;53.9
902;2022-04-23 13:33:32;20.5;53.9
903;2022-04-23 13:38:32;20.6;53.4
904;2022-04-23 13:43:32;20.8;52.9
905;2022-04-23 13:48:32;20.9;52.9
906;2022-04-23 13:53:32;20.9;52.5
907;2022-04-23 13:58:32;21;53
908;2022-04-23 14:03:32;21.1;52.5
909;2022-04-23 14:08:32;21.2;52.5
910;2022-04-23 14:13:32;21.3;52
911;2022-04-23 14:18:32;21.4;52
912;2022-04-23 14:23:32;21.4;52
913;2022-04-23 14:28:32;21.5;51.5
914;2022-04-23 14:33:32;21.5;51.5
915;2022-04-23 14:38:32;21.6;51
916;2022-04-23 14:43:32;21.7;51
917;2022-04-23 14:48:32;21.8;51.1
918;2022-04-23 14:53:32;21.8;51.1
919;2022-04-23 14:58:32;21.9;50.6
920;2022-04-23 15:03:32;22;50.6
921;2022-04-23 15:08:32;22;50.6
922;2022-04-23 15:13:32;22.1;50.6
923;2022-04-23 15:18:32;22.2;50.1
924;2022-04-23 15:23:32;22.2;50.1
925;2022-04-23 15:28:32;22.2;50.1
926;2022-04-23 15:33:32;22.2;50.1
927;2022-04-23 15:38:32;22.3;50.1
928;2022-04-23 15:43:32;22.4;49.6
929;2022-04-23 15:48:32;22.4;49.1
930;2022-04-23 15:53:32;22.4;49.6
931;2022-04-23 15:58:32;22.5;49.1
932;2022-04-23 16:03:32;22.5;49.1
933;2022-04-23 16:08:32;22.5;49.1
934;2022-04-23 16:13:32;22.6;49.1
935;2022-04-23 16:18:32;22.6;48.6
936;2022-04-23 16:23:32;22.6;48.6
937;2022-04-23 16:28:32;22.6;48.6
938;2022-04-23 16:33:32;22.7;48.1
939;2022-04-23 16:38:32;22.7;48.1
940;2022-04-23 16:43:32;22.7;48.1
941;2022-04-23 16:48:32;22.7;48.6
942;2022-04-23 16:53:32;22.7;48.6
943;2022-04-23 16:58:32;22.7;48.1
944;2022-04-23 17:03:32;22.7;48.1
945;2022-04-23 17:08:32;22.7;48.1
946;2022-04-23 17:13:32;22.7;48.1
947;2022-04-23 17:18:32;22.6;48.6
948;2022-04-23 17:23:32;22.6;48.6
949;2022-04-23 17:28:32;22.6;48.6
950;2022-04-23 17:33:32;22.5;49.1
951;2022-04-23 17:38:32;22.5;49.1
952;2022-04-23 17:43:32;22.4;49.1
953;2022-04-23 17:48:32;22.3;49.1
954;2022-04-23 17:53:32;22.2;49.1
955;2022-04-23 17:58:32;22.2;49.6
956;2022-04-23 18:03:32;22.1;50.1
957;2022-04-23 18:08:32;22;50.1
958;2022-04-23 18:13:32;21.9;50.1
959;2022-04-23 18:18:32;21.8;50
960;2022-04-23 18:23:32;21.7;50.5
961;2022-04-23 18:28:32;21.7;50.5
962;2022-04-23 18:33:32;21.6;50.5
963;2022-04-23 18:38:32;21.5;51
964;2022-04-23 18:43:32;21.5;51
965;2022-04-23 18:48:32;21.4;51
966;2022-04-23 18:53:32;21.3;51
967;2022-04-23 18:58:32;21.3;51.5
968;2022-04-23 19:03:32;21.2;51.5
969;2022-04-23 19:08:32;21.1;52
970;2022-04-23 19:13:32;21;52
971;2022-04-23 19:18:32;21;52
972;2022-04-23 19:23:32;20.9;52
973;2022-04-23 19:28:32;20.9;52
974;2022-04-23 19:33:32;20.9;52.4
975;2022-04-23 19:38:32;20.8;52.4
976;2022-04-23 19:43:32;20.8;52.4
977;2022-04-23 19:48:32;20.7;52.9
978;2022-04-23 19:53:32;20.7;52.9
979;2022-04-23 19:58:32;20.6;52.9
980;2022-04-23 20:03:32;20.6;52.9
981;2022-04-23 20:08:32;20.6;52.9
982;2022-04-23 20:13:32;20.5;52.9
983;2022-04-23 20:18:32;20.5;52.9
984;2022-04-23 20:23:32;20.5;52.9
985;2022-04-23 20:28:32;20.4;53.4
986;2022-04-23 20:33:32;20.4;53.4
987;2022-04-23 20:38:32;20.4;53.4
988;2022-04-23 20:43:32;20.3;53.4
989;2022-04-23 20:48:32;20.3;53.9
990;2022-04-23 20:53:32;20.3;53.9
991;2022-04-23 20:58:32;20.3;53.9
992;2022-04-23 21:03:32;20.2;53.9
993;2022-04-23 21:08:32;20.2;53.9
994;2022-04-23 21:13:32;20.1;53.8
995;2022-04-23 21:18:32;20.1;53.8
996;2022-04-23 21:23:32;20;53.8
997;2022-04-23 21:28:32;20;53.8
998;2022-04-23 21:33:32;20;54.3
999;2022-04-23 21:38:32;19.9;54.3
1000;2022-04-23 21:43:32;19.9;54.3
1001;2022-04-23 21:48:32;19.8;54.3
1002;2022-04-23 21:53:32;19.8;54.3
1003;2022-04-23 21:58:32;19.8;54.8
1004;2022-04-23 22:03:32;19.8;54.8
1005;2022-04-23 22:08:32;19.7;54.8
1006;2022-04-23 22:13:32;19.7;54.8
1007;2022-04-23 22:18:32;19.7;54.8
1008;2022-04-23 22:23:32;19.6;54.8
1009;2022-04-23 22:28:32;19.6;54.8
1010;2022-04-23 22:33:32;19.5;54.8
1011;2022-04-23 22:38:32;19.5;54.8
1012;2022-04-23 22:43:32;19.5;54.7
1013;2022-04-23 22:48:32;19.4;54.7
1014;2022-04-23 22:53:32;19.4;54.7
1015;2022-04-23 22:58:32;19.3;55.2
1016;2022-04-23 23:03:32;19.3;55.2
1017;2022-04-23 23:08:32;19.2;55.2
1018;2022-04-23 23:13:32;19.2;55.2
1019;2022-04-23 23:18:32;19.2;55.2
1020;2022-04-23 23:23:32;19.1;55.2
1021;2022-04-23 23:28:32;19;55.2
1022;2022-04-23 23:33:32;19;55.7
1023;2022-04-23 23:38:32;18.9;55.7
1024;2022-04-23 23:43:32;18.9;55.6
1025;2022-04-23 23:48:32;18.8;55.6
1026;2022-04-23 23:53:32;18.7;55.6
1027;2022-04-23 23:58:32;18.7;55.6
1028;2022-04-24 00:03:32;18.6;56.1
1029;2022-04-24 00:08:32;18.6;56.1
1030;2022-04-24 00:13:32;18.6;56.1
1031;2022-04-24 00:18:32;18.5;56.1
1032;2022-04-24 00:23:32;18.5;56.1
1033;2022-04-24 00:28:32;18.4;56.6
1034;2022-04-24 00:33:32;18.4;56.5
1035;2022-04-24 00:38:32;18.3;56.5
1036;2022-04-24 00:43:32;18.3;56.5
1037;2022-04-24 00:48:32;18.2;56.5
1038;2022-04-24 00:53:32;18.2;56.5
1039;2022-04-24 00:58:32;18.1;56.5
1040;2022-04-24 01:03:32;18.1;57
1041;2022-04-24 01:08:32;18;57
1042;2022-04-24 01:13:32;18;57
1043;2022-04-24 01:18:32;18;57
1044;2022-04-24 01:23:32;17.9;57
1045;2022-04-24 01:28:32;17.9;57
1046;2022-04-24 01:33:32;17.9;57.4
1047;2022-04-24 01:38:32;17.8;57.4
1048;2022-04-24 01:43:32;17.8;57.4
1049;2022-04-24 01:48:32;17.7;57.4
1050;2022-04-24 01:53:32;17.7;57.4
1051;2022-04-24 01:58:32;17.6;57.4
1052;2022-04-24 02:03:32;17.6;57.4
1053;2022-04-24 02:08:32;17.6;57.4
1054;2022-04-24 02:13:32;17.5;57.4
1055;2022-04-24 02:18:32;17.5;57.4
1056;2022-04-24 02:23:32;17.4;57.4
1057;2022-04-24 02:28:32;17.4;57.9
1058;2022-04-24 02:33:32;17.4;57.8
1059;2022-04-24 02:38:32;17.4;57.8
1060;2022-04-24 02:43:32;17.3;57.8
1061;2022-04-24 02:48:32;17.3;57.8
1062;2022-04-24 02:53:32;17.3;57.8
1063;2022-04-24 02:58:32;17.2;57.8
1064;2022-04-24 03:03:32;17.2;57.8
1065;2022-04-24 03:08:32;17.1;57.8
1066;2022-04-24 03:13:32;17.1;57.8
1067;2022-04-24 03:18:32;17.1;57.8
1068;2022-04-24 03:23:32;17;57.8
1069;2022-04-24 03:28:32;17;57.8
1070;2022-04-24 03:33:32;17;57.8
1071;2022-04-24 03:38:32;16.9;58.3
1072;2022-04-24 03:43:32;16.9;58.3
1073;2022-04-24 03:48:32;16.9;58.3
1074;2022-04-24 03:53:32;16.8;58.3
1075;2022-04-24 03:58:32;16.8;57.8
1076;2022-04-24 04:03:32;16.8;58.2
1077;2022-04-24 04:08:32;16.7;58.2
1078;2022-04-24 04:13:32;16.7;58.2
1079;2022-04-24 04:18:32;16.7;58.2
1080;2022-04-24 04:23:32;16.7;58.2
1081;2022-04-24 04:28:32;16.6;58.2
1082;2022-04-24 04:33:32;16.6;58.2
1083;2022-04-24 04:38:32;16.5;58.2
1084;2022-04-24 04:43:32;16.5;58.2
1085;2022-04-24 04:48:32;16.5;58.2
1086;2022-04-24 04:53:32;16.4;58.2
1087;2022-04-24 04:58:32;16.4;58.2
1088;2022-04-24 05:03:32;16.4;58.2
1089;2022-04-24 05:08:32;16.3;58.2
1090;2022-04-24 05:13:32;16.3;58.2
1091;2022-04-24 05:18:32;16.3;58.2
1092;2022-04-24 05:23:32;16.2;58.2
1093;2022-04-24 05:28:32;16.2;58.2
1094;2022-04-24 05:33:32;16.2;58.2
1095;2022-04-24 05:38:32;16.2;58.1
1096;2022-04-24 05:43:32;16.1;58.1
1097;2022-04-24 05:48:32;16.1;58.1
1098;2022-04-24 05:53:32;16.1;58.1
1099;2022-04-24 05:58:32;16;58.1
1100;2022-04-24 06:03:32;16;58.1
1101;2022-04-24 06:08:32;16;58.1
1102;2022-04-24 06:13:32;16;58.1
1103;2022-04-24 06:18:32;16;58.1
1104;2022-04-24 06:23:32;16;58.1
1105;2022-04-24 06:28:32;15.9;58.1
1106;2022-04-24 06:33:32;15.9;58.1
1107;2022-04-24 06:38:32;15.9;58.1
1108;2022-04-24 06:43:32;15.9;58.1
1109;2022-04-24 06:48:32;15.8;58.1
1110;2022-04-24 06:53:32;15.8;58.1
1111;2022-04-24 06:58:32;15.8;58.1
1112;2022-04-24 07:03:32;15.7;58.1
1113;2022-04-24 07:08:32;15.7;58.1
1114;2022-04-24 07:13:32;15.7;58.1
1115;2022-04-24 07:18:32;15.7;58.1
1116;2022-04-24 07:23:32;15.6;58.1
1117;2022-04-24 07:28:32;15.6;58.1
1118;2022-04-24 07:33:32;15.6;58.1
1119;2022-04-24 07:38:32;15.6;58.1
1120;2022-04-24 07:43:32;15.6;58.1
1121;2022-04-24 07:48:32;15.6;58.1
1122;2022-04-24 07:53:32;15.7;57.6
1123;2022-04-24 07:58:32;15.8;57.6
1124;2022-04-24 08:03:32;15.8;57.1
1125;2022-04-24 08:08:32;15.9;57.2
1126;2022-04-24 08:13:32;16;57.2
1127;2022-04-24 08:18:32;16;57.2
1128;2022-04-24 08:23:32;16.1;56.7
1129;2022-04-24 08:28:32;16.1;56.7
1130;2022-04-24 08:33:32;16.2;56.7
1131;2022-04-24 08:38:32;16.3;56.2
1132;2022-04-24 08:43:32;16.3;56.3
1133;2022-04-24 08:48:32;16.4;56.3
1134;2022-04-24 08:53:32;16.5;56.3
1135;2022-04-24 08:58:32;16.5;56.3
1136;2022-04-24 09:03:32;16.6;55.8
1137;2022-04-24 09:08:32;16.7;55.8
1138;2022-04-24 09:13:32;16.7;55.8
1139;2022-04-24 09:18:32;16.8;55.8
1140;2022-04-24 09:23:32;16.9;55.4
1141;2022-04-24 09:28:32;17;55.4
1142;2022-04-24 09:33:32;17.1;55.4
1143;2022-04-24 09:38:32;17.1;55.4
1144;2022-04-24 09:43:32;17.2;55.4
1145;2022-04-24 09:48:32;17.3;54.9
1146;2022-04-24 09:53:32;17.4;54.9
1147;2022-04-24 09:58:32;17.4;54.9
1148;2022-04-24 10:03:32;17.5;54.5
1149;2022-04-24 10:08:32;17.6;54.5
1150;2022-04-24 10:13:32;17.7;54.5
1151;2022-04-24 10:18:32;17.8;54.5
1152;2022-04-24 10:23:32;17.8;54.5
1153;2022-04-24 10:28:32;17.9;54.5
1154;2022-04-24 10:33:32;17.9;54.5
1155;2022-04-24 10:38:32;18;54.5
1156;2022-04-24 10:43:32;18;54.5
1157;2022-04-24 10:48:32;18;54.5
1158;2022-04-24 10:53:32;18.1;54.6
1159;2022-04-24 10:58:32;18.2;54.6
1160;2022-04-24 11:03:32;18.3;54.6
1161;2022-04-24 11:08:32;18.4;54.1
1162;2022-04-24 11:13:32;18.5;54.1
1163;2022-04-24 11:18:32;18.5;54.1
1164;2022-04-24 11:23:32;18.6;54.1
1165;2022-04-24 11:28:32;18.7;54.1
1166;2022-04-24 11:33:32;18.7;54.1
1167;2022-04-24 11:38:32;18.8;54.2
1168;2022-04-24 11:43:32;18.9;53.7
1169;2022-04-24 11:48:32;19;53.7
1170;2022-04-24 11:53:32;19.1;53.7
1171;2022-04-24 11:58:32;19.2;53.7
1172;2022-04-24 12:03:32;19.3;53.7
1173;2022-04-24 12:08:32;19.4;53.2
1174;2022-04-24 12:13:32;19.5;53.3
1175;2022-04-24 12:18:32;19.6;53.3
1176;2022-04-24 12:23:32;19.7;53.3
1177;2022-04-24 12:28:32;19.8;52.8
1178;2022-04-24 12:33:32;19.8;52.8
1179;2022-04-24 12:38:32;19.9;52.8
1180;2022-04-24 12:43:32;20;52.8
1181;2022-04-24 12:48:32;20.1;52.9
1182;2022-04-24 12:53:32;20.2;52.4
1183;2022-04-24 12:58:32;20.3;52.4
1184;2022-04-24 13:03:32;20.3;52.4
1185;2022-04-24 13:08:32;20.4;51.9
1186;2022-04-24 13:13:32;20.5;51.9
1187;2022-04-24 13:18:32;20.6;51.9
1188;2022-04-24 13:23:32;20.7;51.9
1189;2022-04-24 13:28:32;20.8;51.9
1190;2022-04-24 13:33:32;20.9;51.4
1191;2022-04-24 13:38:32;20.9;51.4
1192;2022-04-24 13:43:32;20.9;51.5
1193;2022-04-24 13:48:32;21;51.5
1194;2022-04-24 13:53:32;21.1;51.5
1195;2022-04-24 13:58:32;21.1;51
1196;2022-04-24 14:03:32;21.2;51
1197;2022-04-24 14:08:32;21.3;51
1198;2022-04-24 14:13:32;21.3;51
1199;2022-04-24 14:18:32;21.4;51
1200;2022-04-24 14:23:32;21.5;51
1201;2022-04-24 14:28:32;21.5;50.5
1202;2022-04-24 14:33:32;21.5;50.5
1203;2022-04-24 14:38:32;21.6;50.5
1204;2022-04-24 14:43:32;21.6;50.5
1205;2022-04-24 14:48:32;21.6;50
1206;2022-04-24 14:53:32;21.7;50
1207;2022-04-24 14:58:32;21.7;50.5
1208;2022-04-24 15:03:32;21.8;50.5
1209;2022-04-24 15:08:32;21.8;50
